model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
5,2018,10750,1,14919,4,145,65.7,1.0
5,2018,10497,1,14220,4,145,64.2,1.1
6,2018,13341,1,14064,4,145,57.7,1.0
6,2018,12997,1,7888,4,145,60.1,1.0
5,2017,10650,1,9813,4,145,65.7,1.0
13,2017,13990,1,27678,0,145,60.1,2.0
5,2017,9997,1,17855,4,145,64.2,1.1
6,2017,10490,1,28310,4,145,60.1,1.0
13,2017,14490,1,14210,0,145,64.2,1.5
6,2015,8998,1,25199,0,0,74.3,1.5
13,2019,17998,1,6514,0,150,45.6,1.5
6,2015,10298,1,12511,4,125,51.4,1.5
6,2016,9599,1,25625,0,0,74.3,1.5
5,2017,10898,1,14523,4,145,62.8,1.0
5,2014,6797,1,63000,4,20,62.8,1.0
6,2017,10797,1,20967,4,145,60.1,1.0
6,2018,13997,1,8005,4,145,57.7,1.0
5,2017,10397,1,18558,4,145,65.7,1.0
2,2019,14390,1,3381,4,145,53.3,1.0
5,2018,9997,1,25318,4,145,65.7,1.0
6,2018,13497,1,12565,4,145,57.7,1.0
6,2017,18997,1,20112,4,145,41.5,2.0
5,2017,9997,1,17595,4,0,65.7,1.0
6,2019,17890,1,6927,4,145,60.1,1.0
13,2015,11995,2,34032,0,145,52.3,2.0
6,2019,20695,0,1561,0,145,64.2,2.0
13,2019,21500,0,1916,4,145,28.8,1.5
6,2018,14700,1,5726,4,145,57.7,1.0
5,2018,10000,1,4352,4,145,64.2,1.1
5,2020,17500,2,10,4,145,48.7,1.0
12,2017,8000,1,29942,4,145,57.7,1.2
5,2017,8600,1,32137,4,125,54.3,1.2
5,2018,10700,1,20531,4,145,65.7,1.0
5,2018,12400,1,4864,4,145,60.1,1.0
5,2018,10498,1,8050,4,150,55.4,1.1
6,2015,7298,1,44149,4,20,60.1,1.0
13,2019,18498,1,9312,0,150,54.3,1.5
5,2018,15998,1,19790,4,150,40.3,1.5
6,2018,10998,1,21456,4,150,60.1,1.0
6,2017,10698,1,41068,0,0,74.3,1.5
5,2017,11698,1,9977,4,150,65.7,1.0
1,2017,10998,1,24107,0,20,68.9,1.5
5,2016,7498,1,35075,0,0,78.5,1.5
2,2017,10998,1,8421,4,125,53.3,1.0
5,2018,12000,1,9452,4,145,65.7,1.0
2,2017,12000,1,10545,4,150,52.3,1.0
6,2018,13250,1,14984,4,150,57.7,1.0
5,2014,8750,1,35315,4,0,65.7,1.0
14,2016,11400,1,43998,0,30,64.2,2.0
2,2017,11000,1,22588,4,125,52.3,1.0
5,2017,10500,1,22414,4,145,65.7,1.0
6,2016,9200,1,43792,4,20,61.4,1.0
5,2017,11750,1,15856,4,145,65.7,1.0
13,2017,14000,1,36363,0,30,64.2,1.5
1,2013,6270,1,27841,0,30,61.4,1.6
13,2017,13970,1,14252,0,30,64.2,1.5
13,2017,16770,2,9992,0,145,54.3,2.0
6,2013,5290,1,65607,4,20,58.9,1.0
2,2017,8940,1,23544,4,125,52.3,1.0
6,2016,8249,1,34887,4,20,60.1,1.0
6,2017,9900,1,26345,4,145,61.4,1.0
2,2017,9790,1,15818,4,145,53.3,1.0
6,2017,8790,1,41093,0,145,74.3,1.5
2,2018,16698,2,3271,4,145,48.7,1.0
5,2013,4998,1,72101,4,30,54.3,1.2
14,2014,7995,1,57025,4,165,44.1,1.6
6,2018,12995,1,7804,4,145,57.7,1.0
6,2015,7995,1,48000,0,0,74.3,1.5
5,2013,5495,1,63980,0,0,76.4,1.5
6,2015,6990,1,66992,0,0,74.3,1.5
14,2015,10329,1,37114,4,145,48.7,1.5
2,2018,13495,1,13221,4,145,53.3,1.0
6,2017,10345,1,31913,0,145,74.3,1.5
5,2014,7700,1,28652,4,0,65.7,1.0
2,2017,10250,1,26892,4,145,52.3,1.0
6,2018,12000,1,11285,4,150,60.1,1.0
2,2017,10750,1,17815,4,150,52.3,1.0
2,2018,14000,1,20500,4,150,54.3,1.0
5,2017,9400,1,27768,4,150,64.2,1.1
0,2014,7000,2,34732,4,160,44.1,1.6
5,2019,16000,1,1702,4,145,55.4,1.0
6,2017,10380,1,22945,4,145,61.4,1.0
5,2017,8700,1,21218,4,150,54.3,1.2
13,2016,14250,1,22015,0,125,60.1,2.0
5,2015,6998,1,19505,4,0,65.7,1.0
5,2017,9898,1,28741,4,20,62.8,1.0
1,2017,11298,1,18492,0,20,68.9,1.5
6,2019,14698,1,17640,4,150,58.9,1.0
13,2017,16998,0,7293,4,150,38.2,1.5
2,2017,9998,1,25050,4,125,53.3,1.0
1,2017,11998,1,20646,0,150,68.9,1.5
1,2017,10698,1,31743,0,20,68.9,1.5
6,2018,13500,1,24417,4,145,57.7,1.0
12,2018,8800,1,13220,4,145,57.7,1.2
12,2018,8750,1,8355,4,145,57.7,1.2
5,2015,7895,2,36003,4,145,47.9,1.6
5,2015,10795,1,21529,4,145,47.9,1.6
8,2017,17995,1,27769,0,125,56.5,2.0
5,2018,11200,1,12064,4,145,65.7,1.0
13,2018,16601,2,22508,0,150,54.3,2.0
12,2018,8990,1,8411,4,145,54.3,1.2
5,2016,8990,1,14088,4,0,65.7,1.0
5,2017,10990,1,10185,4,150,65.7,1.0
1,2016,9990,1,37249,0,20,68.9,1.5
2,2018,14490,1,10426,4,150,54.3,1.0
18,2017,19490,2,21021,0,145,51.4,2.0
5,2018,10990,1,30304,4,145,56.5,1.0
13,2016,14990,2,45472,0,145,54.3,2.0
13,2019,18990,1,5003,4,145,39.2,1.5
6,2014,7676,1,35201,4,30,56.5,1.0
11,2014,4560,1,35824,4,30,57.7,1.2
6,2016,14237,1,25780,0,20,67.3,2.0
6,2018,14280,1,8900,4,145,57.7,1.0
0,2016,8180,1,25558,4,30,55.4,1.0
13,2017,16990,2,19016,0,145,54.3,2.0
5,2014,7090,1,28877,4,0,65.7,1.0
6,2013,5902,1,57890,0,20,67.3,1.6
5,2016,9698,1,23484,4,20,62.8,1.0
5,2017,11998,2,5863,4,0,57.7,1.0
5,2018,14000,1,17406,4,145,65.7,1.0
1,2017,11500,1,12951,0,20,68.9,1.5
13,2017,16500,1,23000,0,125,60.1,2.0
2,2016,10250,1,29387,0,30,64.2,1.5
5,2016,10000,1,5501,4,125,54.3,1.2
6,2017,11000,1,10053,4,145,60.1,1.0
5,2017,12000,1,12478,4,145,65.7,1.0
1,2018,10298,1,26996,4,145,55.4,1.0
5,2015,8698,1,21672,4,0,65.7,1.0
20,2017,15998,0,6051,0,145,56.6,1.5
5,2017,8798,1,13761,4,125,54.3,1.2
13,2017,14498,1,18597,0,125,60.1,2.0
18,2015,15698,1,13300,4,160,43.5,1.5
13,2019,17849,1,15281,0,145,38.2,2.0
6,2018,12390,1,3345,4,145,61.4,1.0
5,2017,10280,1,22878,4,145,65.7,1.0
13,2017,17420,2,25003,0,145,54.3,2.0
6,2019,13990,1,15178,4,145,60.1,1.0
5,2017,8991,1,14615,4,150,64.2,1.1
0,2013,5572,2,55920,4,165,44.1,1.6
5,2017,9498,1,13705,0,0,78.5,1.5
1,2017,8998,1,46400,0,20,68.9,1.5
9,2016,10798,2,16541,0,30,58.9,1.5
6,2016,9298,1,46377,0,0,74.3,1.5
5,2017,11698,1,11760,4,20,62.8,1.0
5,2016,10498,1,9906,4,20,62.8,1.0
21,2016,19498,1,30382,0,235,44.1,2.0
21,2016,16998,1,45668,0,200,44.8,2.0
18,2017,18298,2,12232,0,125,52.3,2.0
13,2019,19498,2,11245,0,150,47.9,2.0
5,2018,10298,1,10578,4,150,55.4,1.1
5,2015,6210,1,45258,4,125,54.3,1.2
5,2015,8290,1,31024,4,0,65.7,1.0
0,2016,8100,1,6768,4,145,47.1,1.4
6,2014,6780,1,44081,4,20,58.9,1.0
1,2016,7480,1,51838,0,20,68.9,1.5
6,2016,9499,1,35529,4,20,60.1,1.0
5,2016,8750,1,33434,4,20,62.8,1.0
9,2017,11998,1,29396,0,30,64.2,1.5
5,2018,10298,1,13148,4,150,55.4,1.1
2,2017,9998,2,31788,4,165,44.8,1.5
9,2017,10998,1,48934,4,150,54.3,1.0
1,2017,9998,1,23046,0,20,68.9,1.5
1,2017,9998,1,25003,4,30,55.4,1.0
5,2017,9998,1,21314,4,150,65.7,1.0
6,2017,9500,1,21861,0,0,74.3,1.5
5,2015,8360,1,9892,4,0,65.7,1.0
11,2014,4650,1,34000,4,30,57.7,1.2
6,2013,6100,1,48659,4,20,58.9,1.0
5,2015,6490,1,26822,4,125,54.3,1.2
6,2013,5960,1,55253,0,20,67.3,1.6
5,2019,17490,1,1220,4,145,40.3,1.5
6,2017,12990,1,11233,0,145,74.3,1.5
6,2019,15690,1,10000,0,145,74.3,1.5
13,2020,25490,1,1128,0,145,39.2,2.0
5,2016,10490,1,21832,4,20,62.8,1.0
6,2020,22990,0,185,0,145,54.3,1.5
13,2017,15495,2,22704,0,150,54.3,2.0
14,2015,7999,1,82094,0,20,68.9,2.0
6,2019,18999,1,2200,4,145,49.6,1.0
13,2019,21595,1,7980,4,145,39.2,1.5
5,2018,12350,1,23800,0,145,58.9,1.5
6,2014,6701,1,50000,0,0,76.4,1.6
5,2017,8400,1,38524,4,145,65.7,1.0
5,2013,6100,1,35183,4,30,54.3,1.2
5,2016,10200,1,15143,4,0,65.7,1.0
6,2015,8000,1,51194,0,0,74.3,1.5
5,2016,8930,1,13492,4,0,65.7,1.0
5,2017,10170,1,10485,4,145,65.7,1.0
5,2014,4801,1,90000,4,30,54.3,1.2
6,2015,7981,1,40000,4,20,60.1,1.0
5,2017,9690,1,25644,4,0,65.7,1.0
13,2017,12498,1,29430,0,30,64.2,1.5
6,2014,8698,1,23540,4,20,60.1,1.0
2,2017,9498,1,15572,4,125,52.3,1.0
6,2017,13298,1,9162,4,125,51.4,1.5
13,2015,9498,1,45309,0,125,60.1,2.0
5,2016,10998,2,662,4,0,57.7,1.0
1,2017,10498,1,15454,0,20,68.9,1.5
6,2019,14598,1,13882,4,145,58.9,1.0
13,2018,18498,1,10557,4,145,39.2,1.5
5,2017,11998,1,7210,4,0,65.7,1.0
5,2019,12220,1,9526,4,145,56.5,1.0
5,2018,11000,1,33763,4,145,56.5,1.0
2,2019,14491,1,6453,4,145,53.3,1.0
0,2016,5991,1,56818,0,20,68.9,1.5
5,2017,8291,1,18934,4,125,54.3,1.2
5,2014,6891,1,30595,4,0,65.7,1.0
13,2016,15991,0,6446,4,240,38.2,1.5
2,2017,10490,1,20651,4,125,52.3,1.0
2,2017,8991,1,15775,4,145,44.8,1.5
5,2017,9210,1,18256,4,145,65.7,1.0
5,2017,12991,1,9476,4,150,47.9,1.6
5,2016,7991,1,11904,4,125,54.3,1.2
5,2015,10159,1,42391,4,145,47.9,1.6
0,2017,9840,2,21812,4,160,44.1,1.6
0,2016,8137,1,22034,0,0,74.4,1.5
6,2017,17750,1,19510,0,20,67.3,2.0
6,2019,17520,1,3758,4,145,60.1,1.0
6,2019,19230,1,2894,4,145,60.1,1.0
6,2019,17390,1,3058,4,145,60.1,1.0
5,2018,10991,1,25943,4,145,65.7,1.0
5,2019,14287,1,10013,4,145,58.9,1.0
6,2019,26030,1,3919,4,145,34.5,2.3
6,2019,19300,0,2662,0,145,50.4,1.5
6,2019,20390,0,6644,0,145,49.6,2.0
8,2019,26430,1,9129,0,145,55.4,2.0
6,2019,17200,1,6984,0,145,61.4,1.5
6,2019,17800,1,4487,0,145,62.8,2.0
18,2019,27480,1,6656,0,145,54.3,2.0
5,2018,10530,1,13674,4,145,58.9,1.0
5,2016,7790,1,18859,4,125,54.3,1.2
6,2019,17410,1,2117,4,145,60.1,1.0
6,2019,17520,1,4892,4,145,60.1,1.0
6,2019,17390,1,2905,4,145,60.1,1.0
5,2016,8760,1,21578,4,0,65.7,1.0
5,2016,9230,2,20940,4,145,47.9,1.6
8,2016,16387,1,25405,0,125,56.5,2.0
13,2017,15160,0,15368,4,235,38.2,1.5
6,2018,15500,1,10286,4,145,58.9,1.0
5,2019,17530,2,15,4,145,48.7,1.0
6,2017,11200,1,11133,0,145,74.3,1.5
6,2015,7871,1,37012,4,20,61.4,1.0
13,2017,15791,1,40984,0,145,54.3,2.0
13,2016,9950,1,67648,0,125,60.1,2.0
13,2017,13999,1,23915,0,150,64.2,1.5
5,2017,10450,1,15443,4,150,65.7,1.0
12,2017,7991,1,2271,4,145,57.7,1.2
5,2013,6080,1,58804,4,0,65.7,1.0
14,2016,9970,1,54719,0,0,78.5,1.5
6,2016,15291,1,36706,0,20,67.3,2.0
0,2015,7620,2,42540,4,160,44.1,1.6
5,2018,9291,1,7147,4,145,64.2,1.1
2,2017,8791,1,24688,4,125,52.3,1.0
5,2015,8222,1,25550,4,0,65.7,1.0
5,2015,6590,1,42031,4,125,54.3,1.2
5,2016,9470,1,16795,4,0,65.7,1.0
8,2017,19840,2,28613,0,145,52.3,2.0
6,2015,7600,1,46660,0,0,74.3,1.5
6,2019,17300,1,5294,4,145,60.1,1.0
6,2019,16730,1,4725,4,145,58.9,1.0
6,2017,12410,1,4948,0,145,74.3,1.5
14,2017,17080,0,27498,2,145,56.5,2.0
0,2015,7870,1,21482,0,0,74.4,1.5
8,2017,17990,1,28310,0,125,56.5,2.0
5,2016,8880,1,38737,4,20,62.8,1.0
6,2016,7500,1,70709,0,0,74.3,1.5
5,2017,9130,1,29466,4,0,65.7,1.0
12,2017,6710,1,32726,4,30,57.7,1.2
16,2020,19991,1,2475,4,145,50.4,1.0
12,2017,6800,1,24613,4,30,57.7,1.2
2,2017,10361,1,20846,4,125,52.3,1.0
5,2017,7750,1,23355,4,125,54.3,1.2
6,2019,17450,1,4650,4,145,60.1,1.0
5,2017,9450,1,25082,4,145,64.2,1.1
6,2018,12950,1,21149,4,145,57.7,1.0
5,2014,6450,1,30147,4,0,65.7,1.0
6,2017,8950,1,35450,4,145,60.1,1.0
2,2018,12450,1,8911,4,145,54.3,1.0
6,2019,14450,1,8508,4,145,58.9,1.0
6,2015,8151,1,65121,0,0,74.3,1.5
5,2016,5991,1,70658,0,0,78.5,1.5
11,2014,4890,1,14512,4,30,57.7,1.2
13,2017,13491,1,35417,0,125,60.1,2.0
12,2018,7991,1,7768,4,145,57.7,1.2
5,2018,10491,1,15946,4,145,65.7,1.0
5,2017,9491,1,29743,4,145,65.7,1.0
2,2017,9991,1,19031,4,150,52.3,1.0
2,2017,10991,1,20962,4,125,53.3,1.0
5,2018,10991,1,10169,4,150,65.7,1.0
5,2017,8450,1,17294,4,0,65.7,1.0
13,2017,13750,1,26452,0,30,64.2,1.5
13,2017,14750,1,15093,0,145,64.2,1.5
5,2018,9450,1,11625,4,145,65.7,1.0
6,2014,7950,1,23691,4,20,60.1,1.0
2,2016,8950,1,23444,0,30,64.2,1.5
5,2019,14750,1,5775,4,145,58.9,1.0
2,2019,15529,1,3646,4,145,51.4,1.0
5,2018,9450,1,19432,4,145,64.2,1.1
5,2018,11250,1,11410,4,145,65.7,1.0
5,2018,9450,1,14600,4,145,64.2,1.0
12,2017,8450,1,10455,4,145,57.7,1.2
5,2014,7950,1,23583,4,0,65.7,1.0
2,2017,10450,1,13308,4,145,53.3,1.0
5,2016,6950,1,29699,4,125,54.3,1.2
5,2018,10250,1,20761,4,145,65.7,1.0
5,2018,9750,1,15789,4,145,64.2,1.1
6,2018,10999,1,12528,4,145,61.4,1.0
13,2018,14450,1,16026,0,145,64.2,1.5
1,2019,16950,2,734,4,145,36.7,1.5
9,2017,10850,1,26967,4,30,54.3,1.0
6,2017,12950,1,14842,4,145,57.7,1.0
13,2018,14450,1,15664,0,145,64.2,1.5
6,2017,10250,1,24659,0,0,74.3,1.5
5,2018,10950,1,10307,4,145,65.7,1.0
6,2018,12999,1,12428,4,145,57.7,1.0
6,2017,11253,1,9793,4,145,61.4,1.0
13,2017,14590,1,12444,0,145,64.2,1.5
5,2016,8650,1,10581,4,0,65.7,1.0
5,2016,7950,1,16674,4,125,54.3,1.2
2,2017,8950,1,17134,4,160,44.8,1.5
6,2018,12650,1,18442,4,145,57.7,1.0
6,2017,11999,1,14662,4,145,60.1,1.0
5,2018,10250,1,9731,4,145,64.2,1.1
5,2018,10250,1,9001,4,145,65.7,1.0
5,2016,8450,1,29303,4,0,65.7,1.0
5,2017,7950,1,17437,4,125,54.3,1.2
5,2018,11456,1,2837,4,145,65.7,1.0
5,2017,9659,1,9705,4,145,64.2,1.1
13,2017,14450,1,13750,0,145,64.2,1.5
6,2018,19450,1,12250,4,145,41.5,2.0
5,2018,9850,1,6831,4,145,64.2,1.1
6,2018,13650,1,8761,4,145,57.7,1.0
6,2018,13250,1,13638,4,145,57.7,1.0
6,2018,13450,1,17897,4,145,57.7,1.0
6,2019,16950,1,9212,4,145,60.1,1.0
5,2018,10638,1,13222,4,145,65.7,1.0
5,2018,9407,1,18515,4,145,64.2,1.1
6,2019,16450,1,6108,4,145,49.6,1.0
5,2017,7999,1,19353,4,125,54.3,1.2
6,2018,10750,1,18954,4,145,61.4,1.0
6,2017,10950,1,15640,4,145,61.4,1.0
6,2017,10950,1,14301,4,145,61.4,1.0
5,2018,10708,1,8949,4,145,65.7,1.0
5,2018,10450,1,21919,4,145,65.7,1.0
6,2018,12950,1,15442,4,145,57.7,1.0
13,2019,16950,1,11048,0,145,54.3,1.5
5,2014,6950,1,24796,4,0,65.7,1.0
5,2018,10750,1,9976,4,145,64.2,1.1
13,2015,12950,1,18146,4,160,45.6,1.5
14,2017,12950,2,30191,0,125,58.9,2.0
5,2018,10950,1,12458,4,145,65.7,1.0
5,2015,5750,1,39329,4,125,54.3,1.2
5,2018,10750,1,8319,4,150,64.2,1.1
5,2014,5890,1,40687,4,0,65.7,1.0
5,2014,7170,1,45018,4,0,65.7,1.0
13,2017,14550,0,7843,4,235,38.2,1.5
5,2019,13140,1,3087,4,145,48.7,1.1
5,2019,13030,1,3254,4,145,48.7,1.1
6,2019,17790,1,5920,4,145,60.1,1.0
13,2019,18000,1,12174,0,145,47.9,2.0
5,2019,15910,1,5793,4,145,58.9,1.0
6,2017,9620,0,25668,4,125,51.4,1.0
5,2015,7791,1,25233,0,0,78.5,1.5
5,2018,11750,1,6091,4,145,65.7,1.0
13,2016,11750,1,27544,0,125,60.1,2.0
5,2018,11950,1,7761,4,145,58.9,1.0
6,2018,13950,1,10467,4,145,57.7,1.0
5,2018,10950,1,17090,4,145,65.7,1.0
6,2018,11250,1,12302,4,145,61.4,1.0
6,2019,15950,1,6283,4,145,60.1,1.0
13,2016,13250,1,42573,0,145,54.3,2.0
6,2017,12247,1,9865,4,145,60.1,1.0
5,2019,18450,1,3969,4,145,40.3,1.5
6,2017,9999,1,20613,4,145,60.1,1.0
6,2018,13617,1,7166,4,145,57.7,1.0
13,2018,15450,1,14943,0,145,54.3,1.5
13,2017,13461,1,25267,0,145,64.2,1.5
5,2017,10750,1,18363,0,145,78.5,1.5
6,2018,17450,1,9633,0,145,67.3,2.0
6,2018,13450,1,19729,4,145,57.7,1.0
5,2014,6999,1,25495,4,30,54.3,1.2
6,2016,11450,1,16006,4,20,60.1,1.0
12,2018,8450,1,10432,4,145,57.7,1.2
5,2017,9491,1,29414,4,145,65.7,1.0
5,2017,7999,1,14748,4,125,54.3,1.2
5,2018,9950,1,7282,4,145,64.2,1.1
6,2019,15750,1,4637,4,145,60.1,1.0
5,2018,9999,1,4997,4,145,64.2,1.1
5,2018,9950,1,15155,4,145,64.2,1.1
5,2017,9660,1,23448,4,0,65.7,1.0
6,2019,15920,1,4798,4,145,49.6,1.0
2,2018,14090,1,13399,4,145,54.3,1.0
6,2018,19766,1,5071,4,145,41.5,2.0
13,2017,14266,1,16212,0,145,64.2,1.5
13,2018,16950,1,17027,0,145,54.3,1.5
13,2017,13950,1,24425,0,145,64.2,1.5
6,2018,13157,1,12967,4,145,57.7,1.0
13,2018,17750,1,14888,0,145,60.1,2.0
5,2017,8368,1,12133,4,145,65.7,1.0
6,2017,10750,1,14436,4,20,60.1,1.0
5,2018,10950,1,7100,4,145,65.7,1.0
5,2018,11450,1,16498,4,145,65.7,1.0
13,2018,14450,1,14671,0,145,64.2,1.5
13,2019,22750,0,4903,0,145,42.2,2.0
5,2019,13491,1,2957,4,145,58.9,1.0
5,2018,10070,1,12180,4,145,65.7,1.0
6,2019,15490,1,7885,0,145,74.3,1.5
13,2019,19590,1,13532,0,145,47.9,2.0
5,2015,7390,1,17499,0,0,78.5,1.5
6,2019,15763,0,11773,0,145,74.3,1.5
5,2016,8221,1,27695,4,0,65.7,1.0
2,2019,15740,1,4933,4,150,51.4,1.0
2,2016,8430,1,37775,0,30,64.2,1.5
13,2018,13500,1,23393,0,145,54.3,1.5
21,2019,18995,1,25587,0,145,32.5,2.0
5,2013,7353,2,30015,4,145,47.9,1.6
6,2018,11999,1,30699,4,145,50.4,1.5
6,2018,15498,1,27654,0,145,80.7,1.5
6,2018,11698,1,19359,4,145,61.4,1.0
13,2018,17498,0,14337,4,145,38.2,1.5
5,2016,7495,1,20970,4,125,54.3,1.2
5,2018,10690,1,22988,4,145,56.5,1.0
5,2016,8650,1,30104,4,0,65.7,1.0
13,2018,16950,1,24943,0,145,54.3,1.5
0,2016,8990,1,23653,0,20,70.6,1.6
5,2017,9998,1,40176,0,145,88.3,1.5
2,2017,10298,1,8935,4,165,44.8,1.5
5,2017,8498,1,5215,4,125,54.3,1.2
1,2017,10298,1,24455,4,150,55.4,1.0
13,2018,16998,1,25753,0,150,54.3,1.5
5,2018,10495,1,21328,4,145,56.5,1.0
5,2018,10495,1,23444,4,145,56.5,1.0
5,2015,6197,1,29164,4,125,54.3,1.2
5,2015,8990,2,20920,4,150,47.9,1.6
5,2014,6995,1,64406,0,0,76.4,1.5
13,2017,14147,1,30685,0,145,54.3,2.0
5,2019,13995,1,15,4,145,55.4,1.1
5,2016,9995,1,18234,4,20,62.8,1.0
5,2017,9995,1,6002,4,150,65.7,1.0
2,2017,11495,2,9258,4,160,44.8,1.5
18,2016,17995,2,34606,0,145,52.3,2.0
6,2019,21995,1,10,4,145,49.6,1.0
6,2019,16495,0,11689,4,145,48.7,1.0
5,2015,8795,1,9827,4,0,65.7,1.0
0,2013,5795,1,44190,4,30,55.4,1.0
6,2019,16995,1,10000,0,145,74.3,1.5
2,2018,11995,1,6918,4,145,54.3,1.0
2,2017,9995,1,12055,4,125,53.3,1.0
13,2018,16950,2,28624,0,145,58.9,1.5
5,2017,7672,1,13450,4,125,54.3,1.2
5,2017,7950,1,33622,4,125,54.3,1.2
5,2018,9671,1,8131,4,145,64.2,1.1
6,2018,12250,1,8586,4,145,60.1,1.0
13,2018,15250,1,12271,0,145,64.2,1.5
5,2016,7999,1,22484,4,125,54.3,1.2
6,2017,11450,1,18095,4,145,60.1,1.0
13,2019,20395,1,5500,4,145,35.3,1.5
16,2020,21495,1,10,4,145,50.4,1.0
13,2018,16297,1,9500,4,145,45.6,1.5
6,2013,5297,1,69420,4,30,56.5,1.0
5,2018,9350,1,13050,4,145,65.7,1.0
5,2017,8650,1,7207,4,145,54.3,1.2
1,2018,14250,1,8147,4,145,48.7,1.0
6,2018,12950,1,15916,4,145,57.7,1.0
5,2018,11950,1,15253,4,145,58.9,1.0
5,2018,9850,1,6169,4,145,64.2,1.1
5,2018,9950,1,10405,4,145,64.2,1.1
5,2018,9850,1,5789,4,145,64.2,1.1
5,2018,9997,1,17887,4,145,64.2,1.1
9,2013,6597,1,35765,0,125,60.1,1.6
6,2017,9497,1,32688,4,20,61.4,1.0
5,2018,11997,1,14467,4,145,65.7,1.0
5,2018,10597,1,11224,4,145,65.7,1.0
6,2018,11997,1,13146,4,145,60.1,1.0
12,2019,10495,1,1850,4,145,43.5,1.2
2,2019,17495,1,4220,4,150,52.3,1.0
6,2018,12795,1,18569,4,150,57.7,1.0
1,2017,13495,1,7256,4,30,55.4,1.0
6,2019,17495,1,11885,4,150,49.6,1.0
6,2019,17495,1,11939,4,150,49.6,1.0
6,2017,8498,1,51643,4,20,61.4,1.0
6,2018,13698,1,23732,4,145,60.1,1.0
0,2016,9498,1,14853,0,0,74.4,1.5
5,2018,10397,1,7101,4,145,64.2,1.1
5,2017,9597,1,19611,4,0,65.7,1.0
5,2018,10897,1,11148,4,145,65.7,1.0
6,2018,10597,1,17916,4,145,61.4,1.0
5,2018,9897,1,13647,4,145,64.2,1.1
5,2018,10897,1,17244,4,145,58.9,1.0
5,2018,11197,1,6939,4,145,65.7,1.0
5,2018,9997,1,18220,4,145,64.2,1.1
2,2018,13697,1,16815,0,145,68.9,1.5
13,2018,17997,1,3584,0,145,47.9,2.0
6,2016,7897,1,52570,0,0,74.3,1.5
5,2017,9697,1,24009,4,20,62.8,1.0
13,2017,13697,1,22096,0,30,64.2,1.5
5,2018,9297,1,14289,4,145,64.2,1.1
6,2018,13897,1,9174,4,145,57.7,1.0
5,2018,10950,1,7804,4,145,65.7,1.0
5,2018,9950,1,4527,4,145,64.2,1.1
5,2017,10625,1,17045,4,145,65.7,1.0
6,2017,10450,1,15267,4,145,60.1,1.0
5,2017,9650,1,18653,4,145,65.7,1.0
6,2018,13997,1,12655,4,145,57.7,1.0
5,2018,8950,1,14821,4,145,64.2,1.1
5,2019,13497,1,2218,4,145,58.9,1.0
6,2017,11997,1,10708,4,145,60.1,1.0
6,2018,14497,1,7066,4,145,57.7,1.0
12,2017,7697,1,19701,4,145,57.7,1.2
6,2019,15597,1,7231,4,145,60.1,1.0
6,2016,16597,1,19065,4,200,41.5,2.0
2,2017,10497,1,13910,4,145,53.3,1.0
5,2016,7397,1,28095,4,125,54.3,1.2
2,2018,13997,1,13157,4,145,51.4,1.0
5,2014,6897,1,27361,4,0,65.7,1.0
6,2018,14497,1,4212,4,145,57.7,1.0
6,2018,18998,1,10901,4,145,41.5,2.0
13,2018,14997,1,17185,0,145,64.2,1.5
5,2015,7250,2,47560,4,145,47.9,1.6
8,2017,18425,0,28997,0,145,52.3,2.0
5,2017,9550,1,7314,4,145,64.2,1.1
6,2019,17325,1,6325,4,145,60.1,1.0
5,2016,9797,2,17970,4,0,57.7,1.0
5,2019,11950,1,14796,4,145,56.5,1.0
5,2018,9250,1,8248,4,145,64.2,1.1
13,2018,16850,1,15065,4,145,45.6,1.5
5,2018,10597,1,5643,4,145,64.2,1.1
6,2018,18950,1,7777,4,145,41.5,2.0
6,2018,13150,1,5055,4,145,57.7,1.0
6,2018,17850,1,8781,4,145,41.5,2.0
5,2017,9750,1,17796,4,145,65.7,1.0
6,2016,11625,2,15618,4,125,51.4,1.0
6,2019,21925,0,5998,0,145,64.2,2.0
6,2018,11250,1,19338,4,145,61.4,1.0
6,2019,17725,1,10857,0,145,74.3,1.5
5,2018,9150,1,31925,4,145,65.7,1.0
12,2017,7550,1,14371,4,145,57.7,1.2
2,2018,15997,2,4385,4,145,48.7,1.0
5,2018,9995,1,23421,4,145,56.5,1.0
1,2013,7295,1,15260,4,30,55.4,1.0
5,2017,8495,1,19033,4,145,64.2,1.1
5,2013,7092,2,50842,4,0,57.7,1.0
13,2018,18731,2,6667,0,150,58.9,1.5
5,2014,6702,1,21512,4,30,54.3,1.2
5,2018,14536,1,3800,4,145,55.4,1.0
6,2016,10142,1,31500,0,0,74.3,1.5
12,2018,7950,1,12405,4,145,57.7,1.2
5,2018,10450,1,11579,4,145,65.7,1.0
5,2018,10650,1,3563,4,145,65.7,1.0
13,2017,15950,1,24845,0,145,60.1,2.0
6,2017,10450,1,29254,4,20,60.1,1.0
6,2017,11450,1,20266,4,145,60.1,1.0
6,2017,17950,1,27188,4,145,41.5,2.0
5,2018,8950,1,11602,4,145,64.2,1.1
13,2018,15750,1,6924,0,145,54.3,1.5
5,2018,10950,1,13900,4,145,65.7,1.0
5,2018,10999,1,5678,4,145,65.7,1.0
1,2018,11950,1,10844,4,145,49.6,1.0
6,2017,10950,1,27086,4,20,60.1,1.0
