person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22.0,1,0,58619.0,0,3,4650.0,3,10.99,0.08,4.0,621,1,0
24.0,0,3,39143.0,2,3,4700.0,5,8.94,0.12,3.0,644,1,0
25.0,0,0,48893.0,6,3,4700.0,3,12.09,0.1,3.0,593,0,0
24.0,1,1,48930.0,0,2,9000.0,2,8.94,0.18,3.0,677,0,0
23.0,1,1,50285.0,0,3,4700.0,4,7.9,0.09,2.0,637,1,0
26.0,0,3,49092.0,7,0,1750.0,5,11.83,0.04,4.0,634,1,0
24.0,0,0,55099.0,0,3,4700.0,0,10.96,0.09,2.0,617,1,0
26.0,0,1,24681.0,3,3,4725.0,3,11.22,0.19,3.0,664,0,1
26.0,1,3,34155.0,7,3,4725.0,3,6.54,0.14,2.0,613,0,0
24.0,0,4,49023.0,0,2,7500.0,2,13.22,0.15,3.0,616,1,0
24.0,1,0,15472.0,0,3,4750.0,1,10.75,0.31,4.0,587,0,1
21.0,1,1,17316.0,0,3,4750.0,4,12.73,0.27,3.0,678,0,1
22.0,1,0,18063.0,0,3,4750.0,4,14.61,0.26,4.0,642,0,1
26.0,1,1,17905.0,5,3,4750.0,0,10.25,0.27,2.0,637,0,1
23.0,1,3,18616.0,1,3,4750.0,1,11.11,0.26,2.0,637,0,1
21.0,1,3,48751.0,0,0,9000.0,1,11.14,0.18,3.0,623,1,0
26.0,0,0,19022.0,5,3,4750.0,4,8.49,0.25,3.0,624,0,1
25.0,1,3,19415.0,3,3,4750.0,4,13.85,0.24,4.0,634,0,1
22.0,0,0,20188.0,0,3,4750.0,1,13.16,0.24,3.0,687,0,1
23.0,0,1,49380.0,1,2,12000.0,5,11.14,0.24,3.0,655,1,0
22.0,1,1,25581.0,0,3,4750.0,0,11.49,0.19,2.0,692,1,0
25.0,1,3,25389.0,3,3,4750.0,5,12.98,0.19,4.0,592,0,0
24.0,0,3,48937.0,1,0,3400.0,0,7.4,0.07,3.0,664,0,0
22.0,0,0,26302.0,0,3,4750.0,1,11.01,0.18,2.0,623,0,0
25.0,1,4,29654.0,1,3,4750.0,3,10.38,0.16,4.0,588,1,0
24.0,1,4,29880.0,2,3,4750.0,0,10.62,0.16,3.0,705,0,0
21.0,0,1,32445.0,1,3,4750.0,4,12.23,0.15,3.0,632,1,0
24.0,0,1,41604.0,3,0,10000.0,4,15.31,0.24,2.0,641,0,1
24.0,1,0,36017.0,4,3,4750.0,1,11.01,0.13,4.0,671,0,0
22.0,1,1,48651.0,0,2,6000.0,1,11.48,0.12,4.0,637,1,0
24.0,1,3,49360.0,5,0,3000.0,1,15.65,0.06,2.0,588,0,0
23.0,1,1,48943.0,0,0,4000.0,1,11.48,0.08,3.0,572,1,0
22.0,1,0,17019.0,0,3,4800.0,3,12.53,0.28,4.0,522,0,1
21.0,0,3,19190.0,0,3,4800.0,5,8.49,0.25,3.0,666,0,1
24.0,0,0,18691.0,1,3,4800.0,4,16.95,0.26,3.0,589,0,1
21.0,1,1,20273.0,0,3,4800.0,3,15.37,0.24,3.0,639,0,1
22.0,1,0,24576.0,0,3,4800.0,0,10.99,0.2,2.0,681,0,1
26.0,1,1,25281.0,3,3,4800.0,0,7.49,0.19,2.0,623,1,0
24.0,0,3,25112.0,3,3,4800.0,3,11.14,0.19,4.0,654,0,0
24.0,0,4,48826.0,4,0,5000.0,5,8.59,0.1,3.0,676,1,0
22.0,0,4,49048.0,0,0,7000.0,0,9.32,0.14,3.0,532,1,0
23.0,1,1,25538.0,0,3,4800.0,4,11.01,0.19,2.0,677,0,0
26.0,0,0,49090.0,4,0,10750.0,5,12.84,0.22,4.0,619,1,0
23.0,0,0,49024.0,4,0,3500.0,1,12.21,0.07,3.0,657,1,0
22.0,0,1,26475.0,0,3,4800.0,3,10.75,0.18,3.0,686,0,0
26.0,0,4,26094.0,4,3,4800.0,5,7.75,0.18,4.0,655,0,0
22.0,1,1,26702.0,0,3,4800.0,3,13.49,0.18,3.0,559,1,0
21.0,1,1,27714.0,1,3,4800.0,3,7.88,0.17,2.0,679,0,0
26.0,0,0,49190.0,3,0,3250.0,5,8.0,0.07,4.0,656,1,0
21.0,1,1,41934.0,1,1,9600.0,5,15.68,0.23,2.0,648,0,1
23.0,0,0,28759.0,0,3,4800.0,1,6.17,0.17,2.0,681,0,0
22.0,0,1,29487.0,4,3,4800.0,0,11.86,0.16,3.0,670,0,0
22.0,1,4,48993.0,0,0,10000.0,4,11.01,0.2,3.0,641,1,0
22.0,1,4,29754.0,0,3,4800.0,1,7.49,0.16,2.0,598,0,0
26.0,1,4,29680.0,3,3,4800.0,1,11.01,0.16,3.0,656,0,0
22.0,1,0,30687.0,0,3,4800.0,3,10.65,0.16,2.0,448,1,0
25.0,0,3,32604.0,0,3,4800.0,4,10.65,0.15,4.0,535,1,0
22.0,1,1,31921.0,0,3,4800.0,3,10.99,0.15,4.0,676,0,0
24.0,0,1,32465.0,3,3,4800.0,1,13.35,0.15,3.0,648,1,0
23.0,1,0,32714.0,2,3,4800.0,4,11.01,0.15,4.0,552,1,0
21.0,1,1,33264.0,0,3,4800.0,0,13.49,0.14,4.0,621,1,0
21.0,1,0,33453.0,0,3,4800.0,1,7.51,0.14,2.0,525,1,0
22.0,0,4,48865.0,0,0,8000.0,4,16.0,0.16,3.0,720,1,0
21.0,1,3,34417.0,0,3,4800.0,4,6.62,0.14,4.0,598,1,0
26.0,0,2,34735.0,4,3,4800.0,3,9.25,0.14,4.0,691,0,0
22.0,1,4,35218.0,0,3,4800.0,3,12.99,0.14,4.0,695,0,0
25.0,1,3,41647.0,4,0,3000.0,2,10.51,0.07,3.0,642,0,1
22.0,0,4,36486.0,0,3,4800.0,1,11.99,0.13,4.0,648,0,0
23.0,1,3,48813.0,5,0,1200.0,5,10.83,0.02,2.0,655,0,0
24.0,1,1,37230.0,2,3,4800.0,1,6.99,0.13,4.0,684,0,0
23.0,0,3,36858.0,3,3,4800.0,1,7.49,0.13,3.0,680,1,0
24.0,1,3,36826.0,0,3,4800.0,5,11.49,0.13,2.0,606,1,0
24.0,1,3,37007.0,1,3,4800.0,1,13.35,0.13,3.0,610,1,0
23.0,1,1,36724.0,0,3,4800.0,1,11.01,0.13,4.0,652,1,0
26.0,0,0,48818.0,3,0,5200.0,5,10.08,0.11,3.0,685,0,0
25.0,0,3,36757.0,3,3,4800.0,0,11.22,0.13,3.0,677,1,0
24.0,1,0,48780.0,1,2,1000.0,3,7.37,0.02,2.0,645,0,0
22.0,1,1,49289.0,0,0,5000.0,3,7.68,0.1,4.0,681,0,0
22.0,0,4,38588.0,2,3,4800.0,5,10.37,0.12,4.0,614,1,0
24.0,0,0,39391.0,2,3,4800.0,3,10.59,0.12,2.0,660,0,0
22.0,1,0,39191.0,0,3,4800.0,0,16.49,0.12,2.0,621,0,1
22.0,1,4,39554.0,2,3,4800.0,0,11.11,0.12,4.0,661,0,0
25.0,0,4,39427.0,0,3,4800.0,1,7.14,0.12,3.0,674,1,0
22.0,0,1,48951.0,0,0,8000.0,0,9.76,0.16,4.0,686,1,0
22.0,1,0,39631.0,0,3,4800.0,1,13.61,0.12,4.0,689,0,0
23.0,1,1,39997.0,0,3,4800.0,5,11.99,0.12,2.0,619,1,0
26.0,1,1,40737.0,5,3,4800.0,1,12.69,0.12,4.0,616,1,0
22.0,1,1,40665.0,0,3,4800.0,3,7.49,0.12,4.0,475,1,0
22.0,1,0,49138.0,0,0,13025.0,1,10.14,0.27,3.0,648,1,0
26.0,1,4,48951.0,5,2,15000.0,3,9.64,0.31,4.0,721,0,0
24.0,0,0,40777.0,2,3,4800.0,3,14.91,0.12,4.0,584,0,1
24.0,1,3,48903.0,1,2,5000.0,3,11.86,0.1,4.0,606,1,0
23.0,1,0,41839.0,3,0,2525.0,0,13.12,0.06,3.0,545,0,1
23.0,1,4,40459.0,0,3,4800.0,0,14.54,0.12,3.0,715,0,1
25.0,0,0,41828.0,3,0,15450.0,5,11.22,0.37,4.0,687,0,1
24.0,0,4,41244.0,4,3,4800.0,3,11.86,0.12,2.0,658,1,0
26.0,1,0,43004.0,6,3,4800.0,0,8.9,0.11,2.0,694,1,0
22.0,1,3,49248.0,0,0,6000.0,5,9.91,0.12,2.0,640,0,0
22.0,0,4,42556.0,1,3,4800.0,1,5.42,0.11,3.0,643,1,0
25.0,1,3,43184.0,4,3,4800.0,5,11.14,0.11,2.0,621,1,0
25.0,1,0,42667.0,2,3,4800.0,3,10.28,0.11,2.0,619,0,0
23.0,0,3,49187.0,2,1,10000.0,1,12.72,0.2,2.0,583,0,0
24.0,1,3,48858.0,4,0,5000.0,2,7.14,0.1,2.0,632,0,0
22.0,0,1,37192.0,3,3,4800.0,4,11.01,0.13,3.0,586,0,1
23.0,1,0,44258.0,0,3,4800.0,4,11.11,0.11,3.0,636,0,0
21.0,0,3,49300.0,1,0,7200.0,3,7.88,0.15,2.0,592,1,0
25.0,1,3,36926.0,3,3,4800.0,2,15.95,0.13,2.0,614,0,1
26.0,0,0,48850.0,1,0,7000.0,4,7.4,0.14,2.0,603,0,0
22.0,1,1,49399.0,1,0,6625.0,0,15.23,0.13,3.0,625,0,0
26.0,1,4,49262.0,0,0,10000.0,1,11.86,0.2,3.0,694,0,0
23.0,0,3,49309.0,0,0,5000.0,1,7.68,0.1,4.0,463,1,0
25.0,1,4,46571.0,4,3,4800.0,3,11.71,0.1,4.0,666,1,0
22.0,1,0,39983.0,0,3,4800.0,4,13.98,0.12,2.0,687,0,1
22.0,0,1,47452.0,0,3,4800.0,1,13.8,0.1,3.0,676,0,0
26.0,1,3,49190.0,5,3,4800.0,1,12.99,0.1,4.0,628,1,0
22.0,1,0,49556.0,0,0,11500.0,3,11.83,0.23,4.0,650,0,0
24.0,0,1,49774.0,0,3,4800.0,3,13.85,0.1,3.0,698,0,0
22.0,0,3,50707.0,0,3,4800.0,1,11.89,0.09,3.0,602,0,0
25.0,1,4,49511.0,0,0,6500.0,2,9.63,0.13,4.0,661,0,0
22.0,1,0,50528.0,0,3,4800.0,1,12.99,0.09,4.0,591,1,0
22.0,1,3,51229.0,0,3,4800.0,0,14.35,0.09,4.0,599,1,0
25.0,0,0,51023.0,3,3,4800.0,0,13.22,0.09,4.0,524,1,0
22.0,0,4,52607.0,0,3,4800.0,4,11.03,0.09,4.0,639,0,0
22.0,0,0,49870.0,2,0,6250.0,5,11.01,0.13,2.0,646,1,0
26.0,0,2,54861.0,3,3,4800.0,1,14.65,0.09,2.0,656,1,0
25.0,0,3,55202.0,0,3,4800.0,1,7.51,0.09,3.0,544,1,0
26.0,1,1,55223.0,8,3,4800.0,3,5.42,0.09,2.0,534,0,0
23.0,0,1,48030.0,0,3,4800.0,4,17.99,0.1,4.0,672,0,1
26.0,1,3,50086.0,4,0,3500.0,2,7.14,0.07,4.0,691,1,0
26.0,0,1,49812.0,2,0,10000.0,4,13.48,0.2,3.0,677,1,0
26.0,1,0,54966.0,3,3,4800.0,4,13.06,0.09,4.0,656,0,0
22.0,1,3,49894.0,0,0,17050.0,1,11.01,0.34,2.0,667,0,0
21.0,0,4,55427.0,0,3,4800.0,5,7.51,0.09,4.0,601,1,0
23.0,1,0,54705.0,4,3,4800.0,4,13.98,0.09,2.0,644,1,0
23.0,1,1,55344.0,1,3,4800.0,1,13.22,0.09,4.0,689,1,0
25.0,1,1,55243.0,4,3,4800.0,4,9.45,0.09,4.0,616,1,0
26.0,1,1,55440.0,4,3,4800.0,5,9.25,0.09,2.0,549,1,0
24.0,1,0,56047.0,4,3,4800.0,0,7.49,0.09,2.0,573,1,0
24.0,1,3,56129.0,0,3,4800.0,4,8.9,0.09,2.0,537,1,0
24.0,0,1,49807.0,4,0,8000.0,3,11.99,0.16,4.0,590,1,0
22.0,1,1,50419.0,0,0,7975.0,4,5.79,0.16,3.0,596,1,0
25.0,0,1,49750.0,2,0,9700.0,3,9.63,0.19,4.0,538,1,0
21.0,1,0,58178.0,0,3,4800.0,0,7.9,0.08,2.0,525,1,0
23.0,1,4,50056.0,0,0,10400.0,3,10.0,0.21,2.0,605,1,0
23.0,0,3,58447.0,0,3,4800.0,5,7.9,0.08,3.0,628,1,0
24.0,1,3,50129.0,2,0,1200.0,1,11.01,0.02,3.0,649,1,0
26.0,1,0,51109.0,4,3,4800.0,5,14.27,0.09,2.0,567,0,1
23.0,0,3,49900.0,1,2,21000.0,3,6.17,0.42,3.0,635,1,0
24.0,1,3,51466.0,1,3,4800.0,1,15.23,0.09,2.0,517,0,1
22.0,1,3,49672.0,0,2,10000.0,5,12.61,0.2,2.0,593,0,0
23.0,1,0,58235.0,0,3,4800.0,3,5.42,0.08,3.0,681,1,0
25.0,1,0,49567.0,1,0,8000.0,2,5.79,0.16,2.0,646,1,0
22.0,0,4,58507.0,0,3,4800.0,0,12.98,0.08,2.0,675,1,0
24.0,0,1,50177.0,2,2,14400.0,5,14.35,0.29,2.0,569,0,0
25.0,0,3,58577.0,0,3,4800.0,3,11.01,0.08,3.0,666,1,0
26.0,0,0,50475.0,4,0,7500.0,4,7.88,0.15,2.0,583,0,0
24.0,1,3,58592.0,2,3,4800.0,4,9.88,0.08,3.0,667,1,0
23.0,1,1,59068.0,0,3,4800.0,0,10.36,0.08,3.0,668,0,0
23.0,0,0,59647.0,1,3,4800.0,3,11.36,0.08,4.0,650,0,0
23.0,0,4,49747.0,0,0,10000.0,3,7.14,0.2,2.0,667,1,0
23.0,0,3,49792.0,0,0,16000.0,1,11.01,0.32,4.0,678,1,0
25.0,1,4,61120.0,5,3,4800.0,1,15.96,0.08,2.0,644,1,0
24.0,0,0,49777.0,1,0,6000.0,1,12.92,0.12,3.0,667,0,0
25.0,1,4,61063.0,4,3,4800.0,5,10.99,0.08,4.0,668,1,0
22.0,1,3,49834.0,0,0,13750.0,1,10.83,0.28,4.0,563,1,0
23.0,1,3,49989.0,2,2,12200.0,3,11.36,0.24,4.0,655,0,0
22.0,1,3,43124.0,0,0,3600.0,0,15.7,0.08,4.0,663,0,1
23.0,0,0,42958.0,0,0,4000.0,3,11.01,0.09,4.0,608,0,1
23.0,1,0,60987.0,4,3,4800.0,1,10.37,0.08,3.0,654,1,0
22.0,0,1,61156.0,0,3,4800.0,3,12.68,0.08,3.0,663,0,0
26.0,0,4,60925.0,4,3,4800.0,5,11.01,0.08,3.0,655,1,0
24.0,1,1,60907.0,0,3,4800.0,5,13.22,0.08,4.0,547,1,0
26.0,1,1,63473.0,1,3,4800.0,1,9.99,0.08,2.0,672,1,0
23.0,0,1,63127.0,1,3,4800.0,1,9.88,0.08,2.0,571,1,0
24.0,0,0,67014.0,0,3,4800.0,4,6.92,0.07,3.0,649,0,0
21.0,1,1,67281.0,0,3,4800.0,1,11.12,0.07,4.0,694,1,0
25.0,1,3,59575.0,4,3,4800.0,3,14.96,0.08,2.0,665,0,1
23.0,1,0,50084.0,0,0,6000.0,1,6.03,0.12,4.0,606,0,0
25.0,1,4,67148.0,2,3,4800.0,3,7.9,0.07,3.0,617,1,0
22.0,1,1,50396.0,1,0,12000.0,1,6.03,0.24,2.0,692,0,0
23.0,1,3,69313.0,0,3,4800.0,4,10.38,0.07,3.0,662,1,0
21.0,1,1,49981.0,0,0,7000.0,0,6.03,0.14,3.0,563,1,0
26.0,1,1,63146.0,3,3,4800.0,3,17.99,0.08,4.0,637,0,1
26.0,1,4,49958.0,5,0,8000.0,4,6.03,0.16,3.0,684,1,0
26.0,1,1,64635.0,3,3,4800.0,4,15.62,0.07,3.0,561,0,1
26.0,0,4,73108.0,5,3,4800.0,2,7.9,0.07,3.0,704,1,0
24.0,0,1,73028.0,3,3,4800.0,2,6.54,0.07,4.0,504,1,0
22.0,0,4,50188.0,0,0,6400.0,5,9.99,0.13,4.0,641,0,0
24.0,0,0,75350.0,3,3,4800.0,4,7.14,0.06,3.0,684,0,0
26.0,0,0,50372.0,6,2,9000.0,2,11.01,0.18,4.0,542,1,0
22.0,0,3,50455.0,0,2,1000.0,4,6.99,0.02,2.0,609,0,0
26.0,0,1,78978.0,0,3,4800.0,2,13.72,0.06,2.0,679,1,0
24.0,1,0,78850.0,1,3,4800.0,4,7.88,0.06,4.0,565,1,0
24.0,0,3,50079.0,1,0,2500.0,5,7.29,0.05,2.0,655,0,0
25.0,0,3,79012.0,4,3,4800.0,2,13.49,0.06,3.0,667,1,0
21.0,1,3,50089.0,0,0,3000.0,4,5.79,0.06,4.0,632,1,0
21.0,1,3,50546.0,0,0,8200.0,4,6.91,0.16,3.0,619,1,0
23.0,0,3,43084.0,0,0,5000.0,1,12.98,0.12,3.0,660,0,1
22.0,1,4,50440.0,0,0,6000.0,1,11.86,0.12,2.0,669,0,0
23.0,1,1,83781.0,0,3,4800.0,3,10.75,0.06,2.0,647,1,0
23.0,0,1,85041.0,2,3,4800.0,4,11.01,0.06,2.0,578,1,0
26.0,0,4,87463.0,0,3,4800.0,2,11.86,0.05,3.0,692,0,0
24.0,1,3,87440.0,1,3,4800.0,2,7.14,0.05,2.0,557,1,0
22.0,0,3,81546.0,0,3,4800.0,0,16.7,0.06,2.0,689,0,1
24.0,0,1,83789.0,1,3,4800.0,0,15.21,0.06,4.0,612,0,1
22.0,1,3,91021.0,0,3,4800.0,0,12.21,0.05,2.0,596,1,0
24.0,1,3,50298.0,0,2,10000.0,2,15.33,0.2,4.0,628,1,0
24.0,0,4,50147.0,0,0,9000.0,0,9.88,0.18,2.0,688,0,0
23.0,0,3,50210.0,2,0,10000.0,5,14.96,0.2,2.0,651,1,0
22.0,1,0,50259.0,1,0,7750.0,0,9.88,0.15,3.0,660,1,0
23.0,0,1,104205.0,0,3,4800.0,5,9.62,0.05,3.0,640,0,0
26.0,1,1,107935.0,5,3,4800.0,1,5.99,0.04,2.0,620,0,0
21.0,0,1,108794.0,0,3,4800.0,1,9.62,0.04,3.0,610,0,0
23.0,0,4,111790.0,0,3,4800.0,3,10.0,0.04,3.0,704,0,0
22.0,1,0,50062.0,0,2,2500.0,3,14.96,0.05,4.0,560,1,0
26.0,0,1,115204.0,5,3,4800.0,0,11.01,0.04,4.0,654,1,0
22.0,1,0,50444.0,1,0,6000.0,5,8.59,0.12,4.0,690,1,0
24.0,0,4,125079.0,3,3,4800.0,5,10.74,0.04,2.0,678,1,0
24.0,0,0,126839.0,2,3,4800.0,2,11.01,0.04,2.0,643,1,0
22.0,1,0,49867.0,0,0,3000.0,1,12.18,0.06,4.0,684,0,0
21.0,1,1,50084.0,0,2,5000.0,4,7.74,0.1,3.0,678,1,0
22.0,0,1,138701.0,0,3,4800.0,3,7.88,0.03,2.0,651,1,0
25.0,1,3,145174.0,0,3,4800.0,4,14.22,0.03,3.0,542,1,0
23.0,1,1,50224.0,2,0,6000.0,0,9.32,0.12,3.0,616,1,0
24.0,0,1,151335.0,0,3,4800.0,4,6.76,0.03,3.0,568,1,0
23.0,0,4,50171.0,1,0,4500.0,5,10.95,0.09,4.0,643,1,0
22.0,0,4,28822.0,0,3,4850.0,5,14.27,0.17,4.0,696,0,0
24.0,1,0,49180.0,5,3,4850.0,1,6.62,0.1,2.0,672,1,0
24.0,0,0,65759.0,2,3,4850.0,2,8.49,0.07,2.0,616,1,0
23.0,1,4,50407.0,2,0,7500.0,3,10.71,0.15,2.0,717,0,0
23.0,1,4,50246.0,0,0,5500.0,0,10.71,0.11,4.0,657,1,0
25.0,1,0,26909.0,0,3,4900.0,1,13.72,0.18,2.0,662,1,0
21.0,0,3,50274.0,0,0,24250.0,5,10.75,0.48,2.0,644,1,0
25.0,0,1,50402.0,0,2,4000.0,5,6.76,0.08,3.0,652,1,0
25.0,0,1,50302.0,0,2,12000.0,4,11.01,0.24,2.0,615,1,0
23.0,0,0,115035.0,0,3,10000.0,4,10.99,0.09,4.0,626,0,0
26.0,1,0,50038.0,5,0,16000.0,5,10.95,0.32,3.0,650,1,0
23.0,0,3,49983.0,3,0,10000.0,5,9.32,0.2,4.0,656,1,0
25.0,1,4,100587.0,2,3,10000.0,1,13.22,0.1,3.0,648,0,1
23.0,1,1,116092.0,3,3,10000.0,4,10.65,0.09,3.0,645,1,0
26.0,1,0,116510.0,4,3,10000.0,2,19.69,0.09,3.0,654,1,0
21.0,0,4,49852.0,0,0,5700.0,0,12.99,0.11,4.0,678,1,0
24.0,0,3,50554.0,5,2,5600.0,4,6.03,0.11,3.0,692,0,0
24.0,0,0,50397.0,1,2,9200.0,5,12.42,0.18,2.0,592,0,0
23.0,1,1,117270.0,4,3,10000.0,1,13.99,0.09,3.0,547,1,0
24.0,1,1,118634.0,2,3,10000.0,2,7.51,0.08,4.0,587,0,0
25.0,0,4,118316.0,2,3,10000.0,0,12.69,0.08,4.0,595,0,0
23.0,0,0,50264.0,0,0,16000.0,1,11.83,0.32,2.0,651,1,0
26.0,1,0,119780.0,4,3,10000.0,4,7.29,0.08,2.0,686,1,0
25.0,1,3,120202.0,0,3,10000.0,4,14.65,0.08,3.0,661,0,0
21.0,1,1,50455.0,0,2,8000.0,4,11.48,0.16,3.0,479,1,0
24.0,1,0,106531.0,2,3,10000.0,0,14.84,0.09,2.0,610,0,1
22.0,0,1,121196.0,1,3,10000.0,1,9.32,0.08,4.0,599,1,0
22.0,1,1,121098.0,0,3,10000.0,1,10.65,0.08,3.0,559,0,0
24.0,1,0,120913.0,1,3,10000.0,4,7.51,0.08,3.0,622,0,0
25.0,1,3,120772.0,6,3,10000.0,5,6.62,0.08,4.0,649,1,0
25.0,1,3,106548.0,2,3,10000.0,1,17.88,0.09,4.0,640,0,1
24.0,0,4,121317.0,4,3,10000.0,2,16.4,0.08,2.0,599,1,0
21.0,1,3,106388.0,0,3,10000.0,5,17.93,0.09,3.0,616,0,1
23.0,1,1,121014.0,0,3,10000.0,4,11.46,0.08,2.0,614,1,0
21.0,1,3,123563.0,0,3,10000.0,1,11.01,0.08,3.0,616,0,0
23.0,0,1,51403.0,0,2,7200.0,5,11.01,0.14,2.0,671,0,0
26.0,1,1,123577.0,2,3,10000.0,3,8.59,0.08,2.0,638,0,0
25.0,0,0,129629.0,4,3,10000.0,5,8.38,0.08,3.0,541,1,0
24.0,0,1,50822.0,2,0,8500.0,1,7.14,0.17,4.0,612,0,0
23.0,1,3,130094.0,0,3,10000.0,3,7.66,0.08,2.0,604,1,0
26.0,0,3,116491.0,0,3,10000.0,1,15.28,0.09,2.0,605,0,1
25.0,1,1,51340.0,2,0,1600.0,1,13.11,0.03,3.0,654,1,0
23.0,1,3,118502.0,0,3,10000.0,1,16.4,0.08,2.0,653,0,1
25.0,1,1,50561.0,1,2,4400.0,3,7.29,0.09,2.0,646,1,0
23.0,0,3,133302.0,2,3,10000.0,0,7.88,0.08,2.0,637,1,0
22.0,1,4,51122.0,2,2,12000.0,1,12.42,0.23,2.0,728,1,0
22.0,0,1,50961.0,0,0,6800.0,0,10.59,0.13,3.0,605,1,0
23.0,0,3,50654.0,0,0,7000.0,1,13.43,0.14,3.0,512,1,0
26.0,0,4,136440.0,6,3,10000.0,2,13.72,0.07,3.0,666,0,0
24.0,1,1,50941.0,4,0,10000.0,2,8.94,0.2,2.0,625,1,0
22.0,0,1,50878.0,0,0,3000.0,1,15.05,0.06,3.0,658,1,0
24.0,1,3,138747.0,1,3,10000.0,4,8.94,0.07,4.0,624,1,0
22.0,1,1,50615.0,0,2,14400.0,4,11.01,0.28,4.0,685,1,0
25.0,1,0,51262.0,3,0,4000.0,2,5.99,0.08,2.0,588,1,0
25.0,0,1,138917.0,3,3,10000.0,3,7.29,0.07,4.0,698,0,0
22.0,1,1,51245.0,0,2,20000.0,5,11.12,0.39,4.0,671,1,0
25.0,1,3,51068.0,5,2,5000.0,5,7.51,0.1,2.0,540,1,0
25.0,0,1,139102.0,0,3,10000.0,3,10.37,0.07,2.0,709,0,0
21.0,0,3,43977.0,2,0,2400.0,2,11.01,0.05,3.0,507,0,1
25.0,1,3,140185.0,3,3,10000.0,0,14.26,0.07,4.0,534,1,0
22.0,0,3,51044.0,1,0,5000.0,0,6.03,0.1,2.0,635,1,0
22.0,0,0,50972.0,2,0,3100.0,5,6.76,0.06,4.0,687,0,0
22.0,1,3,51510.0,0,0,2500.0,4,6.91,0.05,3.0,480,1,0
21.0,1,4,144840.0,0,3,10000.0,0,11.71,0.07,3.0,683,0,0
21.0,1,3,145025.0,0,3,10000.0,0,9.99,0.07,3.0,626,1,0
26.0,0,1,144835.0,5,3,10000.0,2,12.68,0.07,2.0,529,1,0
23.0,0,0,43871.0,2,0,3500.0,2,13.35,0.08,2.0,618,0,1
24.0,0,4,145219.0,1,3,10000.0,3,7.88,0.07,2.0,610,1,0
24.0,0,1,145120.0,3,3,10000.0,2,13.61,0.07,4.0,675,1,0
23.0,0,1,111020.0,0,3,10000.0,3,11.01,0.09,4.0,614,0,1
25.0,1,1,145085.0,3,3,10000.0,0,9.32,0.07,2.0,576,1,0
23.0,1,0,145071.0,0,3,10000.0,0,11.66,0.07,2.0,665,1,0
24.0,1,0,51631.0,2,0,19200.0,0,7.9,0.37,2.0,584,1,0
26.0,1,0,147530.0,2,3,10000.0,3,10.65,0.07,3.0,677,1,0
25.0,1,0,51393.0,3,0,3000.0,0,9.91,0.06,4.0,605,1,0
23.0,1,3,149868.0,3,3,10000.0,4,14.27,0.07,3.0,634,1,0
22.0,1,3,51290.0,3,0,10500.0,4,14.65,0.2,2.0,588,1,0
26.0,1,4,150986.0,5,3,10000.0,5,7.49,0.07,2.0,688,0,0
25.0,1,1,156761.0,3,3,10000.0,2,7.49,0.06,2.0,539,1,0
22.0,0,1,44126.0,0,0,4000.0,0,12.69,0.09,4.0,643,0,1
21.0,1,0,43929.0,0,0,5000.0,3,14.27,0.11,2.0,618,0,1
25.0,0,1,51430.0,2,0,12000.0,2,9.91,0.23,2.0,678,1,0
23.0,1,3,51155.0,0,0,6000.0,4,16.77,0.12,3.0,609,1,0
25.0,1,3,51537.0,0,0,13975.0,5,8.9,0.27,4.0,653,1,0
25.0,1,3,159399.0,5,3,10000.0,2,12.84,0.06,3.0,677,1,0
22.0,0,1,50863.0,0,0,15000.0,1,13.49,0.29,4.0,661,0,0
22.0,0,3,169028.0,0,3,10000.0,1,9.99,0.06,2.0,617,0,0
24.0,1,1,169240.0,1,3,10000.0,2,11.14,0.06,2.0,671,0,0
24.0,0,4,51480.0,2,0,4900.0,1,6.03,0.1,4.0,634,1,0
24.0,1,0,51713.0,0,2,8000.0,1,6.62,0.15,4.0,610,1,0
22.0,0,0,51353.0,0,0,5400.0,5,6.03,0.11,3.0,575,0,0
22.0,1,0,51314.0,2,2,4800.0,5,11.01,0.09,3.0,629,0,0
26.0,1,0,174833.0,3,3,10000.0,2,10.99,0.06,3.0,679,1,0
22.0,0,1,51195.0,2,0,3500.0,5,9.91,0.07,2.0,592,1,0
24.0,1,1,51323.0,1,0,8675.0,1,7.51,0.17,4.0,696,0,0
23.0,0,4,189891.0,3,3,10000.0,1,12.69,0.05,2.0,678,0,0
25.0,1,0,51567.0,0,2,18000.0,1,11.01,0.35,2.0,602,1,0
22.0,1,3,193368.0,0,3,10000.0,5,8.94,0.05,3.0,549,1,0
25.0,1,1,184808.0,1,3,10000.0,0,14.96,0.05,4.0,701,0,1
24.0,0,3,199085.0,3,3,10000.0,4,9.2,0.05,3.0,666,1,0
24.0,0,1,51243.0,0,0,3125.0,3,8.9,0.06,3.0,586,1,0
25.0,1,0,211056.0,1,3,10000.0,2,15.05,0.05,4.0,658,0,0
24.0,1,1,286608.0,2,3,10000.0,5,13.67,0.03,2.0,664,0,1
22.0,1,1,51621.0,1,0,9350.0,0,12.69,0.18,2.0,641,1,0
